RIC,Sector,Name,SMA50-SMA200,SMA20-SMA50,Volume-VWAP,Close-VWAP,Last,HighNav,Fibo618,Fibo50,Fibo382,LowNav,PctfromPriceLowfromDate,Pctfrom52WkLow,52WkLow,1W%,1M%,Correlation Data,Rev Growth,% ROE,Volume5D30D,ImpVol30D,TargetPx,20SMA,200SMA
MSFT.OQ,Information Technology,Microsoft Corp,4.26,-2.11,9131394.00,444.19,446.20,467.56,437.68,428.45,419.21,389.33,108.26,15.70,38565.00,4.67,2.20,0.34,15.67,35.60,15.09,21.60,503.31,427.46,425.32
MSI.N,Information Technology,Motorola Solutions Inc,55.70,-13.96,313498.00,471.80,471.92,504.60,433.78,411.91,390.04,319.22,139.55,49.84,31494.00,2.57,0.42,0.74,9.50,185.07,-13.57,14.21,512.80,463.61,421.87
MTB.N,Financials,M&T Bank Corp,30.34,-10.60,434201.00,195.54,195.60,221.95,187.00,176.21,165.42,130.47,79.55,52.34,12840.00,-2.62,3.23,0.79,-2.88,9.50,26.27,25.61,222.01,192.23,172.48
MTCH.OQ,Communication Services,Match Group Inc,-1.42,0.48,1149230.00,32.67,32.58,38.62,35.08,33.98,32.88,29.34,14.52,17.79,2766.00,1.59,-3.50,-0.61,5.51,NULL,-25.75,35.83,36.14,32.57,33.51
MTD.N,Health Care,Mettler-Toledo International Inc,-103.86,6.22,23257.00,1324.07,1324.68,1530.55,1388.07,1344.06,1300.04,1157.56,37.65,16.78,113437.00,3.51,7.63,-0.64,-3.35,NULL,-7.68,22.70,1361.26,1255.94,1353.58
MU.OQ,Information Technology,Micron Technology Inc,-10.38,-3.50,5350112.00,109.29,109.23,153.45,125.20,116.48,107.75,79.50,123.47,37.99,7916.00,5.85,21.21,0.29,61.59,8.66,-21.81,75.06,128.45,95.84,109.71
NCLH.N,Consumer Discretionary,Norwegian Cruise Line Holdings Ltd,5.83,-0.47,2196957.00,26.48,26.26,28.35,23.19,21.60,20.00,14.84,152.99,78.76,1469.00,0.92,-2.42,0.88,76.51,69.79,-10.51,37.65,29.67,26.09,20.73
NDAQ.OQ,Financials,Nasdaq Inc,9.81,-1.45,662903.00,80.60,80.83,83.05,72.50,69.24,65.97,55.42,71.07,47.20,5491.00,5.00,4.03,0.80,-2.60,10.94,-11.58,19.24,86.59,77.84,69.49
NDSN.OQ,Industrials,Nordson Corp,-11.13,-24.07,134277.00,219.60,219.41,278.89,248.80,239.51,230.21,200.12,12.31,11.39,19697.00,3.75,4.62,-0.22,2.33,16.90,-0.56,33.12,257.23,209.68,244.88
NEE.N,Utilities,Nextera Energy Inc,-2.02,-2.74,3429948.00,68.79,68.49,85.43,73.79,70.20,66.61,54.97,38.87,26.95,5395.00,-1.15,-4.44,-0.58,34.16,14.31,25.71,24.45,85.96,70.70,75.46
NEM.N,Materials,Newmont Corporation,-4.57,-1.47,1887652.00,41.78,41.68,58.68,47.67,44.27,40.87,29.86,39.58,41.62,2943.00,0.75,8.88,-0.68,-0.86,-5.30,-10.99,30.31,54.80,39.18,45.22
NFLX.OQ,Communication Services,Netflix Inc,163.24,1.53,3200849.00,969.07,953.99,953.99,799.91,752.32,704.72,550.64,473.41,77.63,53708.00,12.46,4.94,0.79,15.65,38.43,73.72,36.45,1037.23,882.93,718.16
NI.N,Utilities,NiSource Inc,4.36,-0.02,1056723.00,37.84,37.78,38.56,33.40,31.81,30.22,25.06,62.99,52.34,2480.00,2.36,4.45,0.83,-5.90,10.28,-13.35,18.26,38.83,36.78,32.43
NKE.N,Consumer Discretionary,Nike Inc,-6.67,-2.14,2795845.00,73.97,74.04,107.18,93.30,89.01,84.72,70.84,4.52,5.29,7032.00,4.18,-3.77,-0.54,0.28,34.67,9.11,20.53,87.74,73.56,82.38
NOC.N,Industrials,Northrop Grumman Corp,0.85,-11.75,330948.00,502.47,502.41,543.88,497.86,483.65,469.44,423.42,35.88,19.93,41891.00,6.38,7.00,-0.57,7.34,15.48,16.71,22.64,547.67,472.10,483.00
NOW.N,Information Technology,ServiceNow Inc,197.55,-0.62,447252.00,1124.35,1125.17,1148.42,955.46,895.86,836.25,643.29,229.23,76.25,63838.00,6.74,3.11,0.82,23.82,16.22,12.21,26.40,1133.96,1068.91,871.99
NRG.N,Utilities,NRG Energy Inc,11.80,1.56,1247929.00,110.69,110.35,111.55,88.63,81.55,74.47,51.55,258.05,115.23,5127.00,6.03,22.00,0.73,-8.62,37.86,23.01,39.02,110.60,98.05,84.68
NSC.N,Industrials,Norfolk Southern Corp,10.50,-13.42,391038.00,251.89,251.85,277.00,251.37,243.45,235.53,209.90,36.48,21.50,20728.00,4.78,7.56,0.19,-4.62,18.28,7.72,21.82,274.34,238.88,241.79
NTAP.OQ,Information Technology,NetApp Inc,1.32,-2.88,656352.00,126.24,126.05,134.62,115.51,109.61,103.71,84.60,116.66,50.40,8381.00,5.60,6.42,0.19,-1.48,138.51,-10.13,29.06,137.63,118.42,119.99
NTRS.OQ,Financials,Northern Trust Corp,13.71,-2.21,712298.00,107.23,107.39,111.16,98.29,94.32,90.34,77.47,70.30,40.07,7667.00,1.20,4.79,0.83,56.31,14.30,-5.80,24.31,110.62,103.64,92.14
NUE.N,Materials,Nucor Corp,-18.06,-15.21,917593.00,122.35,122.09,200.97,167.93,157.73,147.52,114.48,31.22,8.77,11225.00,-0.80,4.73,-0.18,-16.38,12.29,-26.36,33.43,156.05,119.50,152.77
NVDA.OQ,Information Technology,NVIDIA Corp,18.65,-1.07,54527028.00,146.66,147.07,149.43,115.85,105.48,95.11,61.53,1209.97,145.34,5994.50,7.95,9.18,0.72,125.85,127.21,6.22,42.55,171.50,138.60,121.02
NVR.N,Consumer Discretionary,NVR Inc,151.82,-479.69,7005.00,8365.95,8381.50,9924.40,8836.04,8499.85,8163.65,7075.29,128.38,22.81,682488.00,1.48,1.27,-0.35,-8.44,38.72,42.36,22.42,9531.67,8158.78,8486.65
NWS.OQ,Communication Services,News Corp,2.84,-0.76,321228.00,31.11,31.12,32.79,29.64,28.67,27.69,24.54,103.80,29.72,2399.00,2.07,1.37,0.73,2.09,4.40,-12.98,13.51,35.16,30.58,28.51
NWSA.OQ,Communication Services,News Corp,1.46,-0.85,944935.00,27.87,27.82,29.86,27.55,26.83,26.11,23.80,86.09,22.83,2265.00,0.94,-0.14,0.61,2.09,4.40,2.03,13.82,35.16,27.64,27.02
NXPI.OQ,Information Technology,NXP Semiconductors NV,-24.78,-6.87,920575.00,216.61,216.09,290.78,258.47,248.50,238.52,206.21,56.48,6.78,20236.00,1.18,2.78,-0.55,0.54,30.31,6.87,24.35,261.56,211.47,243.12
O.N,Real Estate,Realty Income Corp,-1.88,-1.86,1413272.00,54.10,53.96,64.71,59.40,57.76,56.11,50.80,16.75,6.51,5066.00,1.49,2.22,-0.66,21.99,2.47,-3.61,20.57,61.33,53.17,56.90
ODFL.OQ,Industrials,Old Dominion Freight Line Inc,6.59,-18.80,513575.00,189.25,188.79,231.84,207.66,200.19,192.71,168.53,62.68,14.08,16549.00,1.03,4.09,0.35,-6.29,30.24,8.68,23.37,198.61,182.21,194.42
OKE.N,Energy,ONEOK Inc,15.41,-2.89,819818.00,106.75,106.30,117.05,98.29,92.50,86.70,67.94,110.16,58.49,6707.00,-0.54,6.22,0.79,-21.04,16.87,-7.57,24.87,112.76,103.48,90.96
OMC.N,Communication Services,Omnicom Group Inc,-1.63,-8.06,755194.00,86.08,86.13,105.49,96.54,93.78,91.02,82.07,39.10,5.78,8142.00,0.74,-3.07,-0.21,2.82,40.62,-12.17,34.85,110.56,85.67,95.36
ON.OQ,Information Technology,ON Semiconductor Corp,-4.62,-4.62,3109478.00,56.02,56.03,82.96,71.71,68.24,64.76,53.51,19.62,5.32,5320.00,1.45,-14.46,-0.41,-0.88,21.85,-0.28,43.96,78.89,60.54,69.78
ORCL.N,Information Technology,Oracle Corp,25.97,-11.00,7398935.00,185.40,184.22,192.43,160.24,150.30,140.35,108.16,201.65,72.75,10664.00,16.37,8.58,0.72,6.02,132.00,54.48,42.04,195.59,165.40,150.43
ORLY.OQ,Consumer Discretionary,O'Reilly Automotive Inc,102.46,-17.59,151067.00,1241.30,1241.33,1270.60,1150.66,1113.61,1076.55,956.61,116.80,30.96,94787.50,3.10,1.82,0.75,9.73,NULL,-4.16,15.33,1318.60,1207.29,1122.41
OTIS.N,Industrials,Otis Worldwide Corp,0.02,-4.03,700010.00,95.42,95.39,106.01,99.30,97.23,95.15,88.44,49.51,8.93,8757.00,3.40,1.96,0.17,3.83,NULL,3.71,14.31,100.47,93.00,97.01
OXY.N,Energy,Occidental Petroleum Corp,-6.85,0.50,2226068.00,50.32,50.20,69.26,60.13,57.31,54.49,45.36,61.62,11.12,4517.50,-4.74,6.51,-0.62,-22.87,14.79,-30.79,23.86,61.51,50.27,56.62
PANW.OQ,Information Technology,Palo Alto Networks Inc,19.87,-9.66,1830094.00,186.99,187.70,202.95,175.46,166.97,158.48,130.99,179.75,44.33,13004.50,7.76,0.49,0.63,16.46,67.66,19.06,33.62,205.35,180.43,170.23
PARA.OQ,Communication Services,Paramount Global,-0.24,-0.28,2456177.00,10.49,10.51,14.68,12.74,12.15,11.55,9.61,9.37,10.17,954.00,0.67,-1.41,0.48,-1.66,-31.20,6.60,27.75,12.29,10.53,11.05
PAYC.N,Industrials,Paycom Software Inc,39.74,-14.05,93459.00,207.46,207.57,240.25,202.02,190.21,178.39,140.16,48.10,48.51,13977.00,1.08,0.16,0.81,23.16,32.58,-13.67,35.52,220.59,205.41,179.73
PAYX.OQ,Industrials,Paychex Inc,11.27,-1.27,656858.00,145.09,144.78,148.73,136.29,132.45,128.61,116.17,37.97,25.94,11496.00,0.35,3.75,0.76,5.42,46.16,0.25,19.82,138.47,141.36,131.36
PCAR.OQ,Industrials,Paccar Inc,5.72,-4.32,1049849.00,109.90,109.84,124.46,111.92,108.05,104.18,91.64,108.35,21.98,9005.00,0.19,4.29,0.83,21.89,27.14,-2.24,20.70,116.98,107.04,105.64
PCG.N,Utilities,PG&E Corp,0.98,-1.14,5954080.00,16.57,16.44,21.63,19.49,18.83,18.17,16.03,68.10,3.10,1594.50,-2.55,-17.05,0.07,12.68,10.78,28.77,44.53,23.37,18.72,18.88
PEG.N,Utilities,Public Service Enterprise Group Inc,7.14,-1.77,575145.00,88.63,88.21,94.51,80.56,76.25,71.94,57.99,64.94,55.14,5686.00,2.25,3.70,0.50,14.66,13.00,-5.18,21.56,90.77,85.90,80.53
PEP.OQ,Consumer Staples,PepsiCo Inc,-12.28,-6.99,1936101.00,148.33,148.09,183.11,167.65,162.88,158.10,142.64,3.82,4.65,14151.00,2.29,-3.08,-0.64,5.88,48.91,-7.14,17.72,175.98,148.62,167.88
PFE.N,Health Care,Pfizer Inc,-1.78,0.49,9168683.00,26.13,26.01,31.39,28.87,28.10,27.32,24.80,4.88,6.23,2448.50,-0.80,-1.33,-0.74,-41.70,4.52,-14.07,22.22,31.49,26.58,27.87
PFG.OQ,Financials,Principal Financial Group Inc,-0.19,-2.99,623394.00,81.72,81.66,91.26,84.26,82.10,79.94,72.94,33.58,13.07,7222.00,1.97,5.64,0.00,7.01,-1.88,1.93,21.54,87.17,78.65,81.83
PG.N,Consumer Staples,Procter & Gamble Co,1.10,-4.78,4027776.00,165.39,164.74,179.70,170.39,167.52,164.64,155.33,33.11,8.32,15209.00,3.19,-1.98,-0.20,2.48,30.97,22.20,15.26,183.04,163.98,167.66
PGR.N,Financials,Progressive Corp,17.93,-9.33,1032582.00,239.33,239.17,268.88,234.07,223.32,212.57,177.76,134.48,36.28,17550.00,-1.36,-0.33,0.04,25.20,36.69,8.73,22.75,284.50,240.95,232.34
PH.N,Industrials,Parker-Hannifin Corp,79.42,-25.63,138704.00,675.25,674.49,709.46,615.89,586.98,558.07,464.50,185.35,45.63,46316.00,2.77,4.22,0.82,4.53,24.66,4.88,19.34,737.27,647.54,593.75
PHM.N,Consumer Discretionary,Pultegroup Inc,-2.03,-9.64,540665.00,116.66,116.89,149.04,130.86,125.25,119.63,101.45,222.46,16.61,10024.00,0.79,5.76,-0.36,0.37,26.68,4.69,27.41,142.07,111.30,122.97
PKG.N,Materials,Packaging Corp of America,30.15,-6.15,191259.00,239.99,239.80,248.85,215.43,205.11,194.79,161.37,113.55,50.01,15986.00,1.96,5.18,0.86,-7.97,18.84,49.51,13.66,250.08,230.23,206.23
PLD.N,Real Estate,Prologis Inc,-4.98,-3.84,1377921.00,115.34,115.13,135.07,122.21,118.24,114.26,101.40,18.30,13.81,10116.00,6.75,11.43,-0.70,2.22,6.96,3.57,34.05,127.81,107.07,115.89
PLTR.OQ,Information Technology,Palantir Technologies Inc,30.19,4.28,14804920.00,75.98,76.87,82.38,57.06,49.24,41.41,16.09,1181.17,379.24,1604.00,12.81,-4.57,0.77,16.75,12.40,-38.06,59.42,47.11,74.21,39.73
PM.N,Consumer Staples,Philip Morris International Inc,11.13,-4.41,1473806.00,122.89,122.89,133.06,116.08,110.83,105.58,88.60,48.04,39.93,8782.00,3.70,-1.07,0.32,10.99,NULL,28.44,18.71,136.93,121.08,114.36
PNC.N,Financials,PNC Financial Services Group Inc,24.14,-6.88,715586.00,196.38,196.30,215.00,188.20,179.93,171.65,144.85,78.93,40.47,13975.00,-2.07,1.84,0.75,1.09,11.07,50.73,20.80,218.73,194.65,177.39
PNR.N,Industrials,Pentair PLC,13.93,-3.26,256282.00,104.76,104.69,109.21,95.14,90.80,86.46,72.39,168.37,48.27,7061.00,3.07,2.69,0.88,-0.42,20.41,-15.19,21.27,113.03,101.13,90.46
PNW.N,Utilities,Pinnacle West Capital Corp,4.73,-3.61,282944.00,86.19,85.96,94.52,83.77,80.46,77.14,66.39,43.84,31.80,6522.00,1.84,1.18,0.10,8.59,8.91,-3.22,18.28,93.09,84.65,83.53
PODD.OQ,Health Care,Insulet Corp,49.13,1.13,165961.00,278.37,278.89,278.89,233.86,219.96,206.05,161.02,118.28,73.99,16029.00,5.49,4.62,0.81,30.02,48.79,3.78,25.57,295.25,267.54,217.28
POOL.OQ,Consumer Discretionary,Pool Corp,1.76,-15.18,110923.00,358.84,359.93,418.97,372.06,357.57,343.08,296.17,26.77,22.47,29389.00,4.46,3.12,0.21,-10.33,31.30,-15.57,24.90,376.85,342.16,355.59
PPG.N,Materials,PPG Industries Inc,-5.31,-3.33,676747.00,122.94,122.87,144.90,132.78,129.04,125.30,113.18,13.34,8.73,11300.00,4.51,2.21,-0.45,3.37,19.13,0.71,20.26,144.44,118.30,126.93
PPL.N,Utilities,PPL Corp,2.34,-0.67,1369854.00,32.79,32.66,35.00,31.42,30.31,29.20,25.62,44.83,28.84,2535.00,1.71,0.71,0.50,5.19,5.85,15.56,18.53,35.58,32.40,30.72
PRU.N,Financials,Prudential Financial Inc,2.97,-3.59,632229.00,117.76,117.35,129.52,119.27,116.11,112.94,102.69,51.95,16.65,10060.00,-2.26,-0.41,0.37,-5.10,14.43,24.80,23.00,127.42,118.43,119.05
PSA.N,Real Estate,Public Storage,6.79,-21.24,200604.00,291.32,290.75,365.01,324.03,311.37,298.71,257.73,22.17,13.44,25631.00,0.09,-2.27,-0.46,8.02,30.82,-17.90,24.25,341.24,295.98,310.42
PSX.N,Energy,Phillips 66,-11.97,-7.52,629403.00,118.95,118.55,172.71,148.89,141.53,134.17,110.35,59.86,8.80,10896.00,-0.38,7.41,-0.33,-13.29,11.28,-10.95,25.71,137.78,115.28,134.77
PTC.OQ,Information Technology,PTC Inc,9.99,-6.40,271692.00,188.17,187.93,201.89,187.71,183.33,178.94,164.76,92.51,14.33,16437.00,1.38,0.19,0.79,9.60,12.78,-10.11,17.49,216.52,185.20,181.61
PWR.N,Industrials,Quanta Services Inc,43.49,-3.48,430948.00,358.42,357.33,358.00,295.37,276.03,256.68,194.05,268.80,85.48,19265.50,8.47,8.81,0.85,22.30,12.42,22.40,34.90,350.69,327.17,287.17
PYPL.OQ,Financials,PayPal Holdings Inc,14.55,0.27,1908938.00,89.84,89.85,91.81,78.18,73.97,69.76,56.13,78.31,61.09,5577.50,0.23,3.12,0.80,8.19,22.19,17.76,34.07,95.04,87.59,72.76
QCOM.OQ,Information Technology,Qualcomm Inc,-15.51,-0.57,2499210.00,170.37,170.24,227.09,194.25,184.10,173.95,141.11,65.25,22.23,13928.00,3.55,11.35,-0.48,8.77,42.25,-1.52,25.92,202.90,159.35,175.42
RCL.N,Consumer Discretionary,Royal Caribbean Cruises Ltd,56.76,-4.05,469195.00,237.08,236.16,258.09,203.39,186.50,169.60,114.90,654.99,108.81,11310.00,1.58,-0.95,0.87,57.23,45.38,-21.43,29.10,254.45,233.02,180.30
REG.OQ,Real Estate,Regency Centers Corp,5.60,-1.37,352750.00,71.08,71.13,75.91,68.68,66.45,64.21,56.98,34.77,25.82,5653.50,-0.06,-3.62,0.27,8.04,5.83,-16.11,20.70,79.41,72.10,67.86
REGN.OQ,Health Care,Regeneron Pharmaceuticals Inc,-216.10,-33.71,353636.00,682.89,680.03,1201.76,1002.46,940.90,879.33,680.03,24.01,1.62,66922.00,-3.33,-3.11,-0.85,7.76,17.17,16.46,30.21,1014.97,706.98,956.79
RF.N,Financials,Regions Financial Corp,2.98,-1.24,2429527.00,24.35,24.32,27.47,23.79,22.66,21.52,17.84,73.59,39.61,1742.00,-1.54,2.31,0.70,-10.45,11.11,26.05,27.40,27.79,23.90,22.16
RJF.N,Financials,Raymond James Financial Inc,28.57,-1.83,263862.00,170.38,170.50,170.50,146.01,138.45,130.88,106.39,104.29,63.31,10440.00,5.64,9.96,0.85,14.93,18.95,-5.53,23.75,172.73,159.20,132.46
RL.N,Consumer Discretionary,Ralph Lauren Corp,37.36,9.45,169366.00,250.09,250.42,250.42,209.64,197.05,184.45,143.67,198.26,80.25,13893.00,5.79,8.75,0.78,2.91,28.42,-6.29,23.20,242.15,236.83,190.02
RMD.N,Health Care,Resmed Inc,15.44,-4.90,238739.00,247.28,247.33,256.07,224.61,214.90,205.18,173.72,83.68,44.83,17077.00,5.98,4.24,-0.19,10.95,23.56,11.08,25.66,256.47,234.62,224.08
ROK.N,Industrials,Rockwell Automation Inc,14.76,-3.28,191762.00,289.44,288.95,307.22,284.70,277.75,270.79,248.27,51.21,18.45,24394.00,4.65,-0.29,0.77,-8.76,26.86,-10.27,19.33,295.78,284.12,272.63
ROL.N,Industrials,Rollins Inc,0.35,-1.68,517099.00,48.50,48.46,51.59,47.53,46.27,45.01,40.95,67.28,19.92,4041.00,3.08,3.28,-0.27,14.00,38.79,-7.21,14.39,48.94,46.83,48.16
ROP.OQ,Information Technology,Roper Technologies Inc,-3.56,-22.02,172723.00,534.06,534.45,576.55,548.34,539.63,530.92,502.71,48.61,7.00,49947.00,3.18,1.72,-0.14,15.00,8.24,4.75,13.69,608.30,518.42,544.00
ROST.OQ,Consumer Discretionary,Ross Stores Inc,5.00,1.39,1196162.00,149.33,149.79,156.61,145.56,142.15,138.73,127.68,113.28,17.45,12753.00,0.52,0.43,-0.09,8.99,42.93,4.56,17.15,168.30,151.19,144.80
RSG.N,Industrials,Republic Services Inc,9.80,-3.85,329314.00,212.66,212.48,218.75,200.56,194.94,189.31,171.12,83.24,25.94,16872.00,1.30,4.29,0.47,10.76,18.28,5.27,13.28,227.69,205.75,199.80
RTX.N,Industrials,RTX Corp,5.15,-0.88,1165094.00,124.43,124.38,127.21,112.82,108.37,103.92,89.53,79.27,40.21,8871.00,4.44,6.78,-0.29,2.75,7.22,2.45,19.09,133.14,117.72,113.46
RVTY.N,Health Care,Revvity Inc,1.38,0.30,231319.00,122.97,122.78,127.75,116.91,113.57,110.22,99.38,49.59,25.90,9752.00,3.22,9.08,-0.42,-16.95,3.31,-0.66,34.37,137.08,115.99,114.30
SBAC.OQ,Real Estate,SBA Communications Corp,-2.40,-11.02,285602.00,199.00,198.40,249.31,225.17,217.72,210.26,186.12,6.60,7.90,18388.00,0.59,-2.54,-0.53,2.97,NULL,-1.25,26.10,253.20,200.55,213.96
SBUX.OQ,Consumer Discretionary,Starbucks Corp,7.74,-3.54,2346980.00,97.86,97.73,102.50,91.04,87.50,83.96,72.50,39.81,36.57,7156.00,5.00,11.09,0.26,0.56,NULL,-10.33,23.32,102.49,92.59,88.38
SCHW.N,Financials,Charles Schwab Corp,6.10,-3.04,2435160.00,80.60,80.60,82.85,74.79,72.30,69.80,61.74,70.15,32.09,6102.00,9.42,8.46,0.82,1.87,13.67,22.84,28.33,87.20,74.73,71.67
SHW.N,Materials,Sherwin-Williams Co,21.15,-22.04,350463.00,358.02,357.74,399.71,358.55,345.83,333.11,291.95,77.79,26.66,28245.00,3.12,3.55,0.06,4.08,64.45,-0.80,22.39,389.28,343.30,344.19
SJM.N,Consumer Staples,J M Smucker Co,-3.40,-4.38,274847.00,102.25,102.15,133.74,121.05,117.13,113.21,100.52,1.62,2.34,9981.00,1.62,-7.04,-0.42,-4.11,7.15,-8.89,23.82,125.64,106.74,114.52
SLB.N,Energy,Schlumberger NV,-3.29,-1.80,5835725.00,42.02,41.63,55.22,48.20,46.03,43.85,36.83,32.88,13.99,3652.00,2.44,13.03,-0.08,-29.69,21.59,36.36,32.34,53.30,39.32,44.40
SMCI.OQ,Information Technology,Super Micro Computer Inc,-25.85,0.00,8669860.00,33.83,33.86,118.81,80.30,68.41,56.51,18.01,872.15,96.29,1725.00,9.26,7.19,-0.54,109.77,32.47,-35.45,75.11,40.11,32.27,58.12
SNA.N,Industrials,Snap-On Inc,52.90,-9.93,101848.00,351.64,351.60,371.35,327.04,313.35,299.66,255.35,83.30,38.98,25298.00,1.58,2.31,0.83,5.49,20.21,57.91,16.49,343.86,341.97,299.00
SNPS.OQ,Information Technology,Synopsys Inc,-15.52,-22.66,337042.00,542.91,544.70,621.30,561.20,542.64,524.07,463.97,108.83,18.98,45779.00,7.40,10.67,0.51,15.22,19.05,1.64,27.07,632.87,500.27,538.44
SO.N,Utilities,Southern Co,1.58,-2.21,1250261.00,82.80,82.52,94.15,83.49,80.20,76.91,66.25,34.18,25.41,6580.00,0.22,-0.41,-0.39,-13.75,14.60,-2.55,18.76,91.90,82.59,83.22
SOLV.N,Health Care,Solventum Corp,5.55,-0.67,261194.00,73.70,73.66,80.00,67.78,64.01,60.24,48.02,53.39,56.09,4719.00,2.26,10.22,0.39,0.82,9.75,9.92,20.43,73.77,68.87,63.99
SPG.N,Real Estate,Simon Property Group Inc,15.66,-4.02,689541.00,173.02,172.90,183.84,165.87,160.32,154.76,136.79,97.92,27.87,13522.00,0.67,0.75,0.75,6.94,87.68,-0.72,21.77,187.78,173.14,161.51
SPGI.N,Financials,S&P Global Inc,25.17,-7.34,326228.00,510.21,510.96,529.00,482.99,468.78,454.57,408.56,78.27,25.31,40775.00,2.91,3.89,-0.21,11.77,10.23,22.96,17.67,587.96,497.41,479.58
SRE.N,Utilities,Sempra,7.59,-3.78,1392026.00,83.17,82.80,94.77,83.94,80.59,77.24,66.41,26.86,24.70,6640.00,0.46,-4.62,0.59,15.80,10.29,42.74,32.03,94.65,84.67,80.86
STE.N,Health Care,STERIS plc,-10.04,-4.60,193176.00,218.48,218.58,247.17,228.77,223.09,217.41,199.01,36.00,10.33,19811.00,5.77,5.34,-0.75,13.28,9.26,-0.28,21.09,250.73,208.04,222.68
STLD.OQ,Materials,Steel Dynamics Inc,1.83,-11.38,674431.00,123.33,122.89,154.32,136.66,131.21,125.76,108.10,134.29,17.47,10461.00,-1.80,6.22,0.53,-6.68,17.27,-13.93,33.55,136.51,118.80,128.34
STT.N,Financials,State Street Corp,12.60,0.31,761477.00,97.34,97.17,100.78,89.37,85.85,82.32,70.91,62.38,38.16,7033.00,-2.61,-1.05,0.82,24.60,11.20,22.37,27.19,112.14,97.88,84.97
STX.OQ,Information Technology,Seagate Technology Holdings PLC,-3.05,-4.45,2322735.00,109.17,108.18,112.64,101.11,97.55,93.99,82.46,123.10,31.43,8231.00,14.67,23.90,-0.28,-11.28,NULL,64.47,33.40,120.47,91.07,98.57
STZ.N,Consumer Staples,Constellation Brands Inc,-18.55,-18.63,502626.00,179.36,178.96,272.04,236.48,225.50,214.52,178.96,0.00,1.39,17651.00,-0.97,-21.38,-0.39,5.39,7.94,9.04,55.57,244.35,206.69,243.87
SW.N,Materials,Smurfit WestRock PLC,4.85,-0.27,1409349.00,55.27,55.35,56.64,49.84,47.75,45.65,38.85,42.47,43.58,3855.00,4.53,3.89,0.77,-9.57,NULL,-2.44,26.72,60.20,53.32,NULL
SWK.N,Industrials,Stanley Black & Decker Inc,-7.01,-2.56,485144.00,86.30,86.30,110.13,97.76,93.94,90.12,77.75,20.43,11.07,7770.00,3.49,5.24,-0.63,-6.88,-2.03,-12.35,22.97,102.28,82.02,91.59
SWKS.OQ,Information Technology,Skyworks Solutions Inc,-9.16,2.07,1136185.00,92.27,92.00,120.68,106.36,101.93,97.51,83.18,15.90,11.94,8218.50,-0.30,3.66,-0.87,-12.45,9.60,-5.81,22.23,96.52,90.79,97.88
SYF.N,Financials,Synchrony Financial,14.07,0.23,1062186.00,70.34,70.49,70.49,58.28,54.51,50.74,38.53,163.42,87.22,3765.00,3.49,7.70,0.81,9.35,22.33,-13.68,28.61,75.99,66.58,52.28
SYK.N,Health Care,Stryker Corp,23.74,-7.95,587207.00,390.95,390.49,395.85,364.77,355.18,345.58,314.50,106.31,27.05,30735.00,5.94,7.10,0.61,11.11,18.87,16.59,22.95,410.03,368.56,352.77
SYY.N,Consumer Staples,Sysco Corp,1.31,-1.52,840072.00,73.45,73.42,82.36,77.32,75.76,74.20,69.16,17.12,6.31,6906.00,-0.78,-4.61,-0.04,3.30,89.62,-3.54,10.31,85.09,75.11,75.32
T.N,Communication Services,AT&T Inc,2.61,-0.33,7324981.00,22.30,22.32,23.88,20.90,19.99,19.07,16.09,65.95,39.94,1595.00,1.87,-1.89,0.82,1.40,8.59,-10.63,17.33,25.42,22.42,20.14
TAP.N,Consumer Staples,Molson Coors Beverage Co,2.75,-2.88,459361.00,54.95,54.88,68.19,61.06,58.86,56.66,49.53,16.72,11.57,4919.00,0.75,-7.52,0.59,9.36,7.05,-8.06,25.04,62.84,56.09,56.22
TDG.N,Industrials,TransDigm Group Inc,25.16,8.15,53895.00,1354.19,1354.00,1411.63,1263.77,1218.09,1172.42,1024.56,196.73,34.98,100308.76,4.67,6.10,-0.15,20.58,NULL,-15.20,21.57,1480.31,1291.60,1258.29
TDY.N,Information Technology,Teledyne Technologies Inc,44.86,-4.72,114264.00,510.19,511.67,511.67,454.69,437.09,419.48,362.50,54.54,43.85,35570.00,9.10,9.51,0.80,3.24,10.31,15.26,23.48,543.76,468.69,428.55
TECH.OQ,Health Care,Bio-Techne Corp,-0.19,0.34,392796.00,78.62,78.71,84.15,75.73,73.14,70.54,62.12,48.99,28.67,6117.00,4.77,7.57,0.08,1.97,7.29,14.57,30.28,85.49,74.40,74.25
TEL.N,Information Technology,TE Connectivity PLC,0.02,-4.02,988112.00,154.94,155.09,159.66,151.83,149.41,146.99,139.16,44.24,12.69,13762.00,8.10,7.95,0.16,-1.18,15.02,55.69,20.28,169.18,144.28,148.28
TER.OQ,Information Technology,Teradyne Inc,-6.55,11.42,960120.00,134.88,134.80,163.00,137.08,129.07,121.06,95.14,88.87,46.00,9233.00,-0.10,7.03,-0.43,-15.17,19.21,-3.92,37.49,140.25,132.45,127.58
TFC.N,Financials,Truist Financial Corp,3.71,-1.18,2304581.00,46.97,47.01,48.10,42.92,41.32,39.71,34.53,79.36,37.34,3423.00,3.57,8.52,0.62,-44.19,-0.75,23.72,28.47,51.38,44.37,41.84
TFX.N,Health Care,Teleflex Inc,-28.98,-5.66,168126.00,180.90,180.76,255.05,223.58,213.86,204.13,172.66,4.69,5.09,17201.00,2.38,1.46,-0.78,6.57,5.41,15.53,21.49,240.19,179.11,213.75
